26854;27676,26853,26920
28545;28283,27673
25466;23155,25459,27866
27418;27498,20910,27453,36306
23495;21484,21486,22932
27412;27411
27682;28112,28126,27874,27886
27420;22691,27453
28415;22726,27812,27809
24203;20919,23730,20875,23834,27607
24205;24192,24206
22703;27497,22809,27435
24207;24192,24206,27285
21450;21169,21449,24363,28219,21497,28218,28217,28558,28557
21053;25385,22670,27876
22901;22598,28403,33574
23541;22926,22671,25559,25558,27886
23786;23834,22712,27461
28558;21450,23387
27398;22700,27290,24325,24322
27399;23728,23743,22700,36534
27396;23832,22810,22809,33675
27397;27411,22701,36306
28557;21450,23387
24363;21170,21168,21159,21450,21449,21169,28219,22710,22931
25481;27894,28283,28425
27095;25386,27673
28387;28635
23387;21169,21497,21399,22844,28170,28219,28218,28217,28558,28557
27294;27295,27292,27290,27293
28401;27876,22598
22702;22701
27276;27295
36525;22627,27812,27811
36524;28033,28191,28362
21044;33189,22898,28123
25464;24052,23131,25447
25331;21484,21483
28369;25384
22700;27398,27399
21129;28072,28200
22629;23155,27811,33568
27415;27496,27414
25338;25359,28120
24206;20908,24192,24207,24205,27284
25388;25376,25387,28021,28483,27655,35982
22932;21487,22931,22929,23495
22900;22727,28035,28470
21334;21168,21159,23718,24125,27123,31119,21449,22710,22931
28462;24064
24125;21334,31104
23718;21334,31104,27122
23542;25384
28469;24491,24065,25265,31119
21449;21450,21178,21334,24363,22930
27416;27417,22815,22813
22878;27498,22810
35982;25482,25388
36534;27399,27295,27290
23048;27876,28175
27866;27867,25466,25526
27453;27418,27420
22877;27499,22810
23811;23834
27867;27866,28072,28200
36306;27397,27418
36305;24322,27498
22701;22702,27397
23158;23157,33292,33530
20905;20907,27285
33574;22901,27810,28036
28410;25378,25377,33569
28099;28100,21168
27123;21334,27122
27122;25380,27123,23718
23154;23155,28102
23155;22629,23154,25466,28021
36024;28409,28100
23157;23158,25378
27876;22926,23048,21053,28401
22598;21503,22901,25385,28401
27874;27682
28100;28099,28292,36024
20896;20901,20898,22691,20911,20910
20897;20911
20898;20899,20896
20899;20898
23134;28635
24325;24324,27398
23130;23131,21168,28169
23131;23130,25464
25387;25459,25388,25386
25386;25387,28425,27095
25385;21053,21500,22598
23728;23729,27399
22804;22712,27461,27500
25381;25380,28413
25380;25381,27122
22809;22703,27396
25250;24065,28521,31104
22726;28415,27894
22727;23729,25524,22900,25583
25558;23541,25384,25556,25555,28101
25559;23541,25384,25555,28101
27318;27319,27499
28175;24531,22579,23048
23809;23834
25377;28410,28409,28264
28171;28170,28169,36002
28170;23387,28171,28259,28635
28264;25346,25359,25377,33569
28501;25526,28509
23864;27295,27290
25264;25265,22841
33568;28032,28190,22629
23833;23832,27436,27607
28145;25447,27794
25514;25513,25512
33675;20875,27396
25566;25567,24491,25540
25513;25514,27808
20917;23834
33189;21044,22663,28029
23730;20919,20918,20873,24203
28283;25482,25480,25481,28545
28282;23681,28281
27411;27412,27319,27397
28259;22595,28170
21029;33530,33292
28413;25381,36002,28292
28190;27823,33568
22813;22688,27435,27416
22810;22878,22877,27396
23834;20876,23786,20917,23811,23809,24203,24321,27461
22816;21484
23832;23833,27396
22680;22663
25567;25566
25568;25583,27823
22688;23683,22813
33292;21503,21029,23158,33291
36002;28413,28171
33291;33292
28281;28282,27894
28168;25266
28169;24492,23130,28171
24531;22898,28175
24065;24064,25250,28469
24064;24065,22841,28462
27821;27822,28292
27655;25388,28508
22898;24531,21044
26920;26854,28508
28072;21129,27867
28103;25359,28120,21176
27812;28415,36525
23216;27295
23743;27399,27676,27675
33530;21029,21501,23158
28292;27821,28409,28100,28413
24323;24324,27497
20876;20875,20919,23834,27607,20874,20873
27894;25481,22726,28034,28281
20874;20875,20876
20875;20876,20874,33675,20873,24203,24321,27461
26933;27665,26934,28509
20873;20876,20875,23730
24322;36305,27398
22691;20896,27420
24321;23689,20875,20919,23834,27607
27811;22629,36525
27810;27809,33574
24324;24325,24323
21159;21178,21176,21170,21334,24363,22930
28036;28035,33574
21497;21450,23387,28218
27673;27672,28545,27095
28362;28402,36524
25556;25558,25555
22815;27416
28034;27894,28033,28032
22595;27779,28259
27293;27295,27294,27292,27431
27292;27295,27294,27293
25555;25558,25556,22671,25559,27886
27290;23864,27294,27398,36534
28191;27823,36524
27461;23786,22804,20875,20919,23834,27607
27295;23864,23216,27294,27292,27276,27303,27431,27293,36534
28200;21129,22610,22627,27867
25384;23542,22671,25559,25558,27886,27761,28369
22610;28200
27794;25512,28145
28112;27682
25480;28283,28508
28101;22671,28102,25559,25558,27886
25482;23681,28283,35982
27319;27318,27411
23729;23728,22727
21399;23387
